node,weight
0x004E4869a98f9Aee84625Eb246e8Ae98202841d2,0.0
0x004d83440fe052e35cd317B4DC28518981F72dE2,0.0
0x0050F3427E5388E9cc458e977bC3444faf015618,0.0
0x0052c044b31fc22d9E99c6e0Ca02371Fdef31d2b,0.0
0x0052ee6950C3D6c86da0491037b75306E74b1022,0.0
0x00559Ff1Da955C1942a6e5aA6D7844fAA08dC539,0.0
0x005b0743D8b2eD646499dC48b64B95E71B8afa43,0.0
0x00606cdcA277038ED783775531CbD89495C4C97b,0.0
0x0060BE3B6b355AEd634FdB9b2225CF6C7B98073F,0.0
0x0061d942DE81e9B002149feFd673a728362De171,0.0
0x006213c725348e9C51EAe4Cb017c5C31662a41e7,0.0
0x00622116402F303f22D38F3ec202774F183f6468,0.0
0x006239ca80415aD21D43A98deDc380b29E516BF3,0.0
0x0062A2778e9aE57E23c58afeC4df158b329AB24e,0.0
0x0062Bcd4CBb3f4501CAA19A2AbaE06C7dAD957e7,0.0
0x0063766e849991774635AFD8D9AD99d5F34502B1,0.0
0x006845b0668f2e57DCC271716e15b30e0ECeD236,0.0
0x006981DCD503E8F7827692D87BB98a0d5A2D289E,0.0
0x006B0646C7536D902D614952C679E2976d59943D,0.0
0x006aD01bcAD5e7a7cBF20E69400625d5a2E880A4,0.0
0x006e4d082359d878e6007614d497EaC0f810FA91,0.0
0x006f29A1Dfca978B38465e24cC3dc6d606ba6eAe,0.0
0x00700052c0608F670705380a4900e0a8080010CC,0.0
0x0070E02389e4B6532D996Cf49D9a29426C6F8a58,0.0
0x00740648c7C78B19D4524adAe668E756CFb22F8A,0.0
0x0074Fc49d6d04d25CF8A819d19D8197Fd6BB87C8,0.0
0x0076812635Dd5aCc88444BF4D6fF70B1b95ed79c,0.0
0x007deC2910766928B47359cF99B31384913B97AA,0.0
0x007ec2E6218702E8eD4E17Ce8479C8F178eFB867,0.0
0x007f9CCe9DeE3F2BbeE01AA0d9B4e7c37373BA33,0.0
0x0080B15E76046BBC712720dEe2d0089d8c2B2D84,0.0
0x0083162588826B5AFF7166702C2c441250CD3D78,0.0
0x008480D814A36fee1c3Ed647bD9A2B057be7F6aA,0.0
0x00867D17a0bB86EC2f8aE8d9451E350D58A20eB5,0.0
0x0088cc85F68B521aC84FFaE68fC62fbE69BB52b5,0.0
0x0089D65b21ee0d8915da224b2c17132502184b97,0.0
0x008Bf5EF7e1b1170F0f7471B93F62B5Cac55316f,0.0
0x008b22ff0902CaD455d5088E1bBaf083684cC98a,0.0
0x008b9d748af4D16Ead049c2608C8B6539B68089c,0.0
0x00917c372Fa5e0C7FE8eCc04CeEa2670E18D3786,0.0
0x00940ce784f3ec16fAF5A51D48FB517cf32D6f53,0.0
0x0096D4906508ab471738D2565Be1852D6460a394,0.0
0x00979a7FD08B8fdd2FF77C94e815fFA1e428F911,0.0
0x0099BC0D70BE8e3881699514b6C44581dCe2f7d4,0.0
0x0099e3ED0cba9842619CC522CE4cE0e45a9F823d,0.0
0x009A554DE52Dc7C983785faeeBd74D142D85a8b9,0.0
0x009B52b2381C6Bf8aA1E0f1A70b7faB1E34FB33B,0.0
0x009Ea4eE8Dda80c8AD2Fe2a7Cf3FF874dD95e00e,0.0
0x009dD914D3942800e51a22D781A91ABB0eFD049b,0.0
0x00A2913501C4B09B92b825dC8A2937eFDaD9953b,0.0
0x00A46A0Ada6C80D12Ba12Df4d046C4d276B11D01,0.0
0x00A5C28B5945236C51B028EF38e49161781BbC07,0.0
0x00A9B55bD217d9a5AEd85C59613F3a0F80463945,0.0
0x00B9205a690D6335a91cA32014cB39a974747156,0.0
0x00BC0aa26D3601c8211E5B19a5aB9f793D3Ac458,0.0
0x00BcCa47023D80fb13739e29Df6733F9C5C221b5,0.0
0x00Be4654036cc2bD8Ff6F49BC5e8165666De1B01,0.0
0x00Bf7d6969d0968630FE0600b9832C2E8E012300,0.0
0x00C28f5B32EaB52eD5eB0568eb040AA33d01ba85,0.0
0x00CCbd7aD91D39124e588aC41d4b48f84a693E57,0.0
0x00D283fFCb70F7b9A1d844e54A1AdE61E5443B6C,0.0
0x00D3616e6CEb7e33605E12530F2D58dc806372eC,0.0
0x00D485Db0bE0Ae844A9CD7286D148dB6Af2E7367,0.0
0x00D56c5F5b4c68BE83cc6943dc2a9918978A83C1,0.0
0x00D69ef746Ae701cC3aa228C08b6Cc2367e8433b,0.0
0x00D798fC805f78fceAf81c029Cd805a50377F9a5,0.0
0x00DCf1385f9afF7E25c1ec5DAaD4b9A5768fE5Ea,0.0
0x00DD9145F37E2640aE6A7496753F0fAe9fbc9127,0.0
0x00DaD9dD4F5B889d89260a9079397341ddB1B8cE,0.0
0x00Dd5E17619De9f553Df481EA2872466c9B03fa3,0.0
0x00EAd698A5C3c72D5a28429E9E6D6c076c086997,0.0
0x00F041aA0Ec1f7834aAe5F8Fc123ff1B3f61698C,0.0
0x00F591f524e1e0F296725f1E16Be514F5969BdAb,0.0
0x00F7fD781e7C1C51d192ecAB646804B561daA795,0.0
0x00F928a6aDC7c345EF919fe5A8Be2458580eF9f6,0.0
0x00FBd8120078a6f3F452BF5a1668c01aC04C0720,0.0
0x00FeB421bbD413d0b7B67d019837F51f9ED21962,0.0
0x00Fea881089E46CA19914C834EC3e29beeb499Ed,0.0
0x00a0Cce066Bad3322f596E4A17c0CAa9bC08A170,0.0
0x00aEca021D0f06c7dee54D58ee6Af47B5645aB19,0.0
0x00bDa3e0C6b91B34d0dE3E81100969A02213a8Bc,0.0
0x00baBe7307d722eee657cd12476C9988dB06CfFF,0.0
0x00c18F9A048a52828c156Ec71B76faE4D80B6d87,0.0
0x00c4168dd6736e9850F50AF8F3b6B5C113107E1a,0.0
0x00cD209a11c4fCaA3c3DDB5eef1c0F1209003A35,0.0
0x00cEdAa3103CA77285623a5EA4a6B7dD154EDcdd,0.0
0x00d156692CB6d5020556FA34efAe7210f364D0f2,0.0
0x00d7cCe4fa3453B75c9e6864Af55f74DCA63cF61,0.0
0x00dBED6902e94617313bCa039fd8E4d4b8FCddDb,0.0
0x00dcb0f4d625cA40A0F0cD2F45BbDbd343198793,0.0
0x00e0d226CC8BAC757a9c771b07fb8d84A84BD11c,0.0
0x00e298b0e01121b7D5Ec6b2722553A33cF796E2C,0.0
0x00e3D8d5eCa1aacB45Af67C9CE9D4534285F5459,0.0
0x00e599576B6B49F1C96C6931cBfA519B862aB3d6,0.0
0x00e6CAc649EcA03b27d8CE5Ad283e5B15FF150e5,0.0
0x00e714B34f4439c7FB25d2Ac13e7146A0477B23F,0.0
0x00e971969B3f9faB6EA0d449000c43E5a36f5E8d,0.0
0x00eBE1160bB2564BeE8A5ED8F35E7CD38D1Fe223,0.0
0x00eFB21c3E294ebdBcc775C046c5e8fc5Bf2004b,0.0
0x00eeAeB5AfBaEa5cBa0857EBB22cB83475Bc5b73,0.0
0x00f486b6443362da49D10735305a9435Cb5AAA11,0.0
0x00f4D52d68A86f3CB6a17c1b4E3eaa6a94CDcE05,0.0
0x00f60A561b2f49De85a4893f0496e3382B2c44e3,0.0
0x00fA5DE1Abc8DFD101Ac2884581FFe944d4Ec6CE,0.0
0x00faB2FF0A4509BF1d5a0B3D77E1a4ec6d3d574e,0.0
0x00fcf966c55AE2E22237e6ceCe57ffeF507Ba81B,0.0
0x00fd60cf5C97933ea176DBf8F52dF44D08c592F8,0.0
0x010004532F3c6528982Bb2BFD9AE97cdd934BD70,0.0
0x010462E09d11875B5b17e1d800951919423F9616,0.0
0x0105E9FaFaC3701eDb4aE89E56646F59d6D4f62D,0.0
0x010698794c83C624109B9119de07dAD100efCc90,0.0
0x01070154259670afaCDFFba652dEd1b04B6f035A,0.0
0x01087080Dca984b607e1Ebf263330431f979E528,0.0
0x010AF29077a8520cc3F55bE2031D7e37808BA137,0.0
0x010CacC498aCC663548A89a953a83EDDf32F294a,0.0
0x0113A8C6585BC2F36C7ECE5FC912f0063a3998cF,0.0
0x011951b5341e0C9873334f7eE24796d8E0Becb6f,0.0
0x011CAF1e1c01d988C5e655109910B4E8434106Ae,0.0
0x0122176Df2069086cb2d6FEF8ceAb16a12f664B5,0.0
0x0122609493baD1C4e9f6473bF04920C572eC9036,0.0
0x012380f6501e1b6DaBa5B012BB2c2B22f0320d28,0.0
0x012405E9aD437e086C4B52FdaB3815A655a3c9a8,0.0
0x0128DF4942168C263dA6fE987985668AdC0eb586,0.0
0x012B71d91d6Fb4724C5E90AFF1d869B1B35bEe10,0.0
0x012C442670791b30f4aD59945e0e33b12A6fDD97,0.0
0x013119D41a0499E4ba23E8b0A2bfe4d264291855,0.0
0x0131F07e8d7FC4BCeeD532120e08FA591a9aF04f,0.0
0x013558E3520AEcB56061892b7e8c5c9E4593EB0B,0.0
0x01408c114D150C65dCa6fD1D6d935419037877B5,0.0
0x0140ef253b3756Fa832b2ae5970D33c8b2c5AFE6,0.0
0x0142c2Cc7acB6302E49f7eA3E85D2dFD6a3c2aB2,0.0
0x01438330A81ac0290286ab7E802ACC0a838C33b3,0.0
0x0144276036c33357Ba03165fcfd2a38dAE711d5A,0.0
0x01471dB828Cfb96Dcf215c57a7a6493702031EC1,0.0
0x0147BB98834BAE6C1b8c72B0370B336430Daa899,0.0
0x0148107d2b0fC3E90E8aC427A9058BeAfFc5Dd79,0.0
0x0149c80e8d7D3f1Ca779945DA084820D33f5244C,0.0
0x014Ae9e29e711A863216EB225F18527219bB0106,0.0
0x014B675711a2D4471a5aB2D5e715D25a10af7945,0.0
0x014e2d43587DA9Fe941FAe2ecB4b66457DC6620A,0.0
0x01528FBF22dE5ceE9019447199090de0c684f580,0.0
0x0153E898233D95Dce6Ca9C6aCA4755Ee60588235,0.0
0x0153f403832eAC8B8e436Eb6ea60dBC6C32725Db,0.0
0x0154d25120Ed20A516fE43991702e7463c5A6F6e,0.0
0x0156a98F1b82045C10cab22A0640F808fE21beea,0.0
0x01572D7282b3327b4f4a2fffA58eBF0AE5e90843,0.0
0x01576cdd49599A89820dAdf1D063cAF397AE8214,0.0
0x0157f4b4b9eDe3fB0cac9CC703e4420fC46A7326,0.0
0x015DFF63B301f1760500cA83C1fdEd382698E4B6,0.0
0x015F975C22438c48EB23f879Ed3B293Ed7fbd2D2,0.0
0x015d659078F9d3ed330af0C411Be47A4F2842860,0.0
0x01686195311A7D0768DAc59e564cBcdB429d6114,0.0
0x016B6e1A9D05AC99B8F7bB5680A20E06489d43C1,0.0
0x016c6D9d43a6Fc4a34409FC40Fc49CA74B465303,0.0
0x017170E69D0feA31bcA1Ee7d66c10B05C0259d1e,0.0
0x01746f0a55811602F0EEA0DeF665C7086fc5eB3D,0.0
0x01755499c4c3739A2F503F59480766bb27980a76,0.0
0x01756A0179d4FF151b9a71eDf2e618C874c4aA28,0.0
0x017576b4d3a168a7253C942b4574b19729cEBf19,0.0
0x01762f3A17AA28D15b4134aB3F9444eCa9B585d5,0.0
0x017A5C8e7125dd3dcba503038D19546BE1485fC2,0.0
0x017Af3dF30395955128b3064d117293c2C69fdE7,0.0
0x017B5E11411F0367e532228662486dAF4e824c3F,0.0
0x01806afd860bc8fc210Ef84d2d8cCa91b66c65A5,0.0
0x018270dee113a7AbA7053Fa5a668767456836911,0.0
0x0182C66086cf516c6e7E169c43E853151208720d,0.0
0x0183Ba1bEcA0251aC7000348bf1718C266Ce45c1,0.0
0x0184Df2aFB9845c27504419AC7D5eFccaE41B951,0.0
0x01851d51932c9Ee38EB791611AC12234aDf72Ba6,0.0
0x0186900644ef85628dC3d81fC2A83349d5cC25c7,0.0
0x0188F9B7ed3B2e120B8722C2c21673274388928B,0.0
0x018C42d1f5C1B5f6996362F981733250D5825729,0.0
0x018F4B918A24de93BE4E5fFCcca4e895fE7a9167,0.0
0x018a118e1e7d0c9F001E2815b1d01de194c8840F,0.0
0x01900a78925BAF28e9721A0c78Cf43C67BB74fA8,0.0
0x0190A295A1e5544d221aaf8A05131455E5974327,0.0
0x019522CD983752FC1377b5A477deE5f3c93995DE,0.0
0x01957CA17FB2D047345039D8dd04640d6EFB3542,0.0
0x019Ed608dD806b80193942F2A960e7AC8aBb2EE3,0.0
0x019b9b4C34749739d78b05CB57F168949e02d404,0.0
0x019eA8f97B54C368027E667633EFf50099F013B6,0.0
0x01A1B2ca0ef0eFab2120a179E2152dB7255fACFB,0.0
0x01A825A4505cd8b862b26e345b718C39eDD98eDe,0.0
0x01ACb3804Ba9c42111C6E9c127831Eb486CA1Ac7,0.0
0x01B03dF1c0f284E8009dB7C4A42b617117Af1ad9,0.0
0x01B105ED942FC84486C68f6ab682369A424e451B,0.0
0x01BCEc2c47D3c20902D6B375212a0167D74BfDA3,0.0
0x01Ba8492F9d019bD6F7DDDf1cD35Fa022AF6813B,0.0
0x01C02E2591645EFEba152B2C8Af1Fab8914CD046,0.0
0x01CB1D7f983150Bff188Bafe89f7AC47432bB645,0.0
0x01D52767aCd484955f4149152f88402fE342175A,0.0
0x01Db0811B2a2aEEdEBEc3D2D74ac69b60aA26950,0.0
0x01DbD813049582517B5065Dc556595b52163c41d,0.0
0x01Dedc58f83989d7D83f54ceaF4588C41873386b,0.0
0x01E02cADEdF73DDdEa9be1fa2a4b43Fb0dc10055,0.0
0x01E35f56b4E8f206d27C11fe54D105728ACFe5Cb,0.0
0x01EC34E5Ca07Ee2827e69B9c039b7EBF89e20F15,0.0
0x01F0fA66020fd7188681D54B682e616e5e519B9C,0.0
0x01F6AEfb45c655e2a4205e206Fc01ca0532248a5,0.0
0x01FDc5f97190995A21dBf95647d672F0E00AB913,0.0
0x01Fbe38f6c03781c1382e56A3F6a97F13D83df0c,0.0
0x01a5BB36b5Fce28903529B6f1e5Ca0390ed60dB4,0.0
0x01a62CecD7eA77763bA1A99B6483DDCd653ed99a,0.0
0x01a676c60dCf1D8B7857e967ef99A44dd2EdB372,0.0
0x01a746f9e48bd620b43FD1C5bAcADF8474B41f46,0.0
0x01a964Bc153f723CeC6601393074DdbD94beD554,0.0
0x01aD1f87f4d7886e6793954142885f135E490D82,0.0
0x01af1720E89db7264476C7e8d86844952FC2FeBa,0.0
0x01b4f3dBcB08c285CbC0A03530Aecc339541D7B7,0.0
0x01b6A0a7ef71E0A983512F8e6dC5F14993daEa50,0.0
0x01b7e73CDAd95D407e8696E04194a75F19744801,0.0
0x01b86AEEbCD1Ff94aC1195cFc8FD9e39dB24db45,0.0
0x01be3F285dCb874F9DbA0efeF0A76f375B8d07E7,0.0
0x01c636A24a7f3338C1A459F0B0ea76b733bB5D2D,0.0
0x01d1f55d94a53a9517c07f793f35320FAA0D2DCf,0.0
0x01d84ec85A2C077949c25b0aa694b919e4Ce8dcC,0.0
0x01d9e4629f3ebe70a2CfF8fC4D19ac60E825F15c,0.0
0x01e424979828e2e72C0F556e5ae37732134260DA,0.0
0x01e54609900a891CE9c2518b5C83F6175E3b0Ad7,0.0
0x01e9885169f1884A243DD68A85b3F7a2A1Ef1a08,0.0
0x01eB2941C97C4A75DF38fA77B5C4cbAb47fd7240,0.0
0x01eb32f0F5244367478130B4Be2ada650CAD9A0B,0.0
0x01ef663Fc259d6a9CE5BAa6Cb0e1571FAd5A3A33,0.0
0x01f5343E66C6dDd37c7332A17E53eB61F30C5Ba8,0.0
0x01f548245A230862b0344C2B01eE2C0C3295360e,0.0
0x01f58F1E9Ff6bbD9754b4E966307daEB0F8A5A47,0.0
0x01f78f128f09034744d2847CC8d5939719285527,0.0
0x01f8418e6B526b0f109E843f7927D61C5FFB4b04,0.0
0x01fBCBf3b7e5bA606402D29d75Fa857a92Dceb4E,0.0
0x01fd60a48B623F6D2764790387723C7498C05F73,0.0
0x0205EF3B60b685933E3c9A8FC317F16c60091997,0.0
0x0207FA8db06d83bDc9dC937FbF8988a6b5608A08,0.0
0x0207dacF2D916b0aD21932671D09A8767c0d77d0,0.0
0x02082c8C3a76F44adA1B3F5f0158CA2cB1f8c59f,0.0
0x0208b07E962504b111B29e04AE734Fc549c73bbE,0.0
0x02094b7ae06170db08249d862b227b18C37AdFdf,0.0
0x020D5Ce1Ce70AA0cbD61C439bae95397a6c34F94,0.0
0x02125fedC69054163E960416CFcC2B425a25Ba3E,0.0
0x02150204ce66B70A6d33e07B2E40956EA8D1d2a3,0.0
0x02171B5194D93bB3358e080e0b048064783Bdfc4,0.0
0x022121ed076A9DE08F9C7c4D7d8D95bc329F5368,0.0
0x0222E759AE5fd056B8b58E9d053d355A8a5B93Ce,0.0
0x0228028A0c92cfd9743e561A96B16edBB4606054,0.0
0x0228498Ee93E8750a823D219a8F531157cCC031F,0.0
0x022E3cE4EdA264B3e3FEf62036c8182cEb88e6Ce,0.0
0x022E4B202ef3c6F7e75a0a4634d57cb6654b3AEB,0.0
0x022F3Cc7DdA310dAD501f3668312c96650c4D516,0.0
0x022e020C844EEcFb8AaeED1d94ab7277C695faBC,0.0
0x022e36C698a0BA939fEBa8AdD4b5A22948031bf9,0.0
0x023010bD0339f933fa4fcdD89FB53a4922b5ed63,0.0
0x02318568CD566cEc9117cbA12dE41e5f5409aAD9,0.0
0x02320e5e93e2f2d5dE406f3519D102A6E259fda0,0.0
0x02328D959E2c67A0C89d9daA5E3CBcFE00B96fF2,0.0
0x023A5ea899df16831d6F3101f4568fDdB577C887,0.0
0x023BFBb40E29B231d9E441DFe73F7485c992CD5c,0.0
0x023b4989fF99E16E9aF1a48AabCeF42022769377,0.0
0x0243f565dd964C44CD7AB1629975dE58a5d73211,0.0
0x0246375d348f0cFBb571CE173234eB35Ba43FFDB,0.0
0x0246C1e74EE54Af89c50BFEfFDDdbad0F0d63da2,0.0
0x02478ab8366e2C1f59311389a8e3cb2A4D7EfFB0,0.0
0x024889Be330D20bfB132Faf5c73Ee0Fd81e96e71,0.0
0x0248eEDeED09875cCFDD11B703f858D38A73A03c,0.0
0x024c74838A4568CB504F4f0903175AC06bc35777,0.0
0x02515B816BDd0E19bB36690d7C0776f3Ab25F1c6,0.0
0x0253C64eb83dE25a83A72Dd1278a2C6e1f3173af,0.0
0x0254efd466624428E9f7B59d5b51b4335022bCfd,0.0
0x025875bb2A2A8FaC7e3e4Edbce04259369EfAF53,0.0
0x0259044395FE54d8aFe28354Ac737EB216064cF9,0.0
0x025C5aDE2bd9Af42A0AeA52da388805811aE65D4,0.0
0x025C62433Ecf89Ed45EDf7F41BF05318204d0b2b,0.0
0x025D48bbF03f048eBCbF1C7fbB5d2Bc63F02EDEf,0.0
0x025E56FAd0b0A6B52CFbC851Db20195a65Faacea,0.0
0x025E9aE97401E33e5b929f2e195C8FeeB7Bc5087,0.0
0x026223406A44268cB54a3A532D946B252376bFc1,0.0
0x026447a649e8A9DcAb4b49d94e5006f98A4D600d,0.0
0x0267A0414D1aE8B00055680f7f7354FC35BCbD1e,0.0
0x0269a6FD76950C14595977053206578F3C540f4A,0.0
0x027020aA4CD9845D2E66Bd9d515aAbB2f164A21C,0.0
0x02715877f8e489C6361296ab820E55f2FC1E8bA9,0.0
0x02725E53d931bd753592B40d4c123225d9219ac3,0.0
0x02760bDb5B53DC127510BE15b4469066de1867c2,0.0
0x0277d07Ae3E082182E45Cc5a5c2C909a82d1B39c,0.0
0x027A5a6938A719496045564B7221B2E4e4112749,0.0
0x027C24320179b1FdfAD564DdE3A49aC083C6713c,0.0
0x027D711364FA6A652CdA08B9C31972aFf38dA25F,0.0
0x02827f17e54634dbCc85bC06362030C33Ae1FB2F,0.0
0x02864be954583456c866130f845595Ed70F955b2,0.0
0x0287cf22E285fe71eE626551774e6e4a647fEC56,0.0
0x028B2b9adCa1BD1263086b0B221713A684968817,0.0
0x028F20736aAa9A68fDCD2bCD604C1d79ab4973F1,0.0
0x028fF8FDb5DC1E01F9C7AEeAa2FB35729ed8F3C8,0.0
0x029528Ee70cce92176288538D489C411c4c60BC4,0.0
0x0296f50328B3054ec5345f961f0A4a2d09002b0e,0.0
0x029A0F3Afe803e6c6f45773b37FD1649640D650f,0.0
0x029f11bD8F0277B92fC097Bc1E6499020d20277C,0.0
0x02A0fF63fE227cc25E0c9c98424Bb0FDAf366D6D,0.0
0x02A250B4F8479ae742415307A23Bc9440e67F737,0.0
0x02A6707f2BAE8D6352C51ACd8aa1B5385A2aC1c8,0.0
0x02AAeEebcdED151824D702683989b0d7056849f4,0.0
0x02AEdB3c0C402Ee493FEbB7e887644D935910aC4,0.0
0x02B5C99dA0e37e67539EB12d780d3c2fC44f36b1,0.0
0x02B6d055477669cFa1a1A81B3c08c55857e573A8,0.0
0x02B8a10CEeBe59365cA6a994d62a74fc91C56530,0.0
0x02Bc31CB8D1530aB5B28537152FB326AB4288AA3,0.0
0x02C22712f0312b20C9b56e6A0f23EE788A9f9733,0.0
0x02C25E8bDB8329bd516aD126AF8325456d17C554,0.0
0x02C5561906587bD08D0662518C1e6a1A5fB4075A,0.0
0x02C74eE90d3aB11300dDaC6781c0486df6cB2895,0.0
0x02CDA1E15f5b0E44963646Be8510d3cb928e9e51,0.0
0x02CeE6EC11c9463E9A583C4C18c7F0150C72Cb37,0.0
0x02D1c3478d78faC51D40d47963f683Ce0aFF03b9,0.0
0x02D516118Da53ed682F1D895C51905fB2aB2E1Dc,0.0
0x02E27b30a7209dbcAf8963845d0eC5cFF80330fb,0.0
0x02E3b0a952bF188A9323ad198B2aFe9593D7C6a8,0.0
0x02E83e14EaCe419a5cfA9b0D89F7e08288FB6d2C,0.0
0x02E85382677C675E3A8B58b5e707fCBcFc0F00Cb,0.0
0x02E88C7e207F2Ff269b1Bf23c474461f72977Eb4,0.0
0x02EB70De7f65Cc17Cc82aA8F7eB945db56534d44,0.0
0x02Ed6F5562B4466D3D78Dc9Fd7a870314Ca33D4a,0.0
0x02F326d9cb5D50e4a9A89efEBe8C68b3d2086D29,0.0
0x02FB158DfF6a45F84C72e2Dd17244df10a457579,0.0
0x02FBe93B0Fa595bDDbC26FB76234c9F2793e1909,0.0
0x02FE20655390cb4637AA6512e31AF272e7A53672,0.0
0x02a466318f01769C93309a2222Cf78c8c4503B09,0.0
0x02a52DbC85fFCC15400eF80D8F67Ea5923A7E67b,0.0
0x02a561eac513d03c729BE304CDA5cc4AE5621FE1,0.0
0x02a6cB87a1f11406895EcF342c6c7d38cfEF5Cdf,0.0
0x02a7196da9F999a0eCcaC29932e43ac3f6740555,0.0
0x02aB2b31ee3BF13AD259d3F1eA10169BD72E99De,0.0
0x02aa0B826c7BA6386DdBE04C0a8715A1c0A16B24,0.0
0x02aa7eF3E1841fb058DE815a542A8B751e1CE6EF,0.0
0x02b8dE90e5b4c75924f878B6f869c63c1a00B145,0.0
0x02b8e359AEF9A992D63638D36d9144E04F1f2DFB,0.0
0x02c87431c82c7606440901ADb17FcA9De75d4300,0.0
0x02cD5178952caf069125B3630bD9931E69EEFCAe,0.0
0x02cE0DDcBf374960FF78A8a42603ec8aA01baA0f,0.0
0x02d0fEfFCDA4f5e35FcB8bccDC974B8225695E4d,0.0
