node,capital
0x002aE0Cf6f65e80a260278d3caF125c3242cdB65,25464.80216793901
0x002baB9f20113702e1A10d7c25BC72B3547d6D73,33674.48702865178
0x0030AC679f686913fE5f655617119fBf19D87982,95.21326770808544
0x003626Ab1a6Ae0f0C4f5967a7f4f5eea3aA225aC,20.919313008494814
0x003a85c562730B196f7CBa202a2515f2fF855736,78540.25246498022
0x003aab6FbF1cEdDE9441350b70f7db586aE1BbB9,3949.95342202708
0x003ab9F9e0C7D9b2DE66296046eaE46f49c24349,416.15413209178894
0x003eB864477C8858BEC0916E23785AcA46f6ba34,304662.8870707065
0x0040a6a1A835A6265201A178a939b5B1749CD9cA,51.47009701933051
0x0044a4CE319b7C5fe9c27968513Ff9D53Bd3c9f8,127495.3611330916
0x0045f12e361280D855809F82E06Fa47cBfc94Ba5,829.5493338125998
0x0049665F987361e8F2BEe667acF9CEA278163425,8160.588231245687
0x0049C5aC0Da13B3E4640338c0b71B90Cf03Ae0C4,11280.280566935118
0x004AFB002e3FB33C833FC16b6b63103bbf97312d,27736.10163066856
0x004Bf1A3965eDEA59672E289D31a36aE7c5438A1,1469.624921867201
0x004D57F1d1d0fC2E23ab773Db0e390585718092c,142208.84251191298
0x004E4869a98f9Aee84625Eb246e8Ae98202841d2,4350443.490829156
0x004d83440fe052e35cd317B4DC28518981F72dE2,4596.602530327877
0x0050F3427E5388E9cc458e977bC3444faf015618,46.36937406982116
0x0052c044b31fc22d9E99c6e0Ca02371Fdef31d2b,30072.105663876668
0x0052ee6950C3D6c86da0491037b75306E74b1022,17482612.08306698
0x00559Ff1Da955C1942a6e5aA6D7844fAA08dC539,14425.406057594591
0x005b0743D8b2eD646499dC48b64B95E71B8afa43,33831.224263794495
0x00606cdcA277038ED783775531CbD89495C4C97b,915749.3399396634
0x0060BE3B6b355AEd634FdB9b2225CF6C7B98073F,29.017667715100405
0x0061d942DE81e9B002149feFd673a728362De171,79592.72602425121
0x006213c725348e9C51EAe4Cb017c5C31662a41e7,3328.5373312609427
0x00622116402F303f22D38F3ec202774F183f6468,7.468354684709835
0x006239ca80415aD21D43A98deDc380b29E516BF3,6.338997878101157
0x0062A2778e9aE57E23c58afeC4df158b329AB24e,18.033875517980675
0x0062Bcd4CBb3f4501CAA19A2AbaE06C7dAD957e7,21548.389244682294
0x0063766e849991774635AFD8D9AD99d5F34502B1,301758.2293336051
0x006845b0668f2e57DCC271716e15b30e0ECeD236,5219.245151371411
0x006981DCD503E8F7827692D87BB98a0d5A2D289E,6812.939566318169
0x006B0646C7536D902D614952C679E2976d59943D,6.578030791056858
0x006aD01bcAD5e7a7cBF20E69400625d5a2E880A4,167011.07036680932
0x006e4d082359d878e6007614d497EaC0f810FA91,1490565.0132261575
0x006f29A1Dfca978B38465e24cC3dc6d606ba6eAe,19145.5819910862
0x00700052c0608F670705380a4900e0a8080010CC,1177.8082013125047
0x0070E02389e4B6532D996Cf49D9a29426C6F8a58,22792.334702379827
0x00740648c7C78B19D4524adAe668E756CFb22F8A,57923.1196575628
0x0074Fc49d6d04d25CF8A819d19D8197Fd6BB87C8,1626.3460940452403
0x0076812635Dd5aCc88444BF4D6fF70B1b95ed79c,7468074.807170788
0x007deC2910766928B47359cF99B31384913B97AA,43096.82770419971
0x007ec2E6218702E8eD4E17Ce8479C8F178eFB867,48950.255594363465
0x007f9CCe9DeE3F2BbeE01AA0d9B4e7c37373BA33,3181.6443234039493
0x0080B15E76046BBC712720dEe2d0089d8c2B2D84,9132.15664502238
0x0083162588826B5AFF7166702C2c441250CD3D78,589.5799016912343
0x008480D814A36fee1c3Ed647bD9A2B057be7F6aA,53540.61548914718
0x00867D17a0bB86EC2f8aE8d9451E350D58A20eB5,48.41784318301744
0x0088cc85F68B521aC84FFaE68fC62fbE69BB52b5,15.677037853254587
0x0089D65b21ee0d8915da224b2c17132502184b97,10.701875469675896
0x008Bf5EF7e1b1170F0f7471B93F62B5Cac55316f,14111.596637675866
0x008b22ff0902CaD455d5088E1bBaf083684cC98a,872.6220133849611
0x008b9d748af4D16Ead049c2608C8B6539B68089c,761137.1826436154
0x00917c372Fa5e0C7FE8eCc04CeEa2670E18D3786,458781.9705104567
0x00940ce784f3ec16fAF5A51D48FB517cf32D6f53,64453.33926361118
0x0096D4906508ab471738D2565Be1852D6460a394,104.74058186776116
0x00979a7FD08B8fdd2FF77C94e815fFA1e428F911,7.43614934414988
0x0099BC0D70BE8e3881699514b6C44581dCe2f7d4,27.73495182280769
0x0099e3ED0cba9842619CC522CE4cE0e45a9F823d,10066.34295835871
0x009A554DE52Dc7C983785faeeBd74D142D85a8b9,16.928828083149693
0x009B52b2381C6Bf8aA1E0f1A70b7faB1E34FB33B,15205.817440139668
0x009Ea4eE8Dda80c8AD2Fe2a7Cf3FF874dD95e00e,132572.61315041315
0x009dD914D3942800e51a22D781A91ABB0eFD049b,861.3482276837287
0x00A2913501C4B09B92b825dC8A2937eFDaD9953b,17212482.454726446
0x00A46A0Ada6C80D12Ba12Df4d046C4d276B11D01,58026.25453917616
0x00A5C28B5945236C51B028EF38e49161781BbC07,107.979371277696
0x00A9B55bD217d9a5AEd85C59613F3a0F80463945,233604.03431925396
0x00B9205a690D6335a91cA32014cB39a974747156,250.57118221726256
0x00BC0aa26D3601c8211E5B19a5aB9f793D3Ac458,35291.59687075755
0x00BcCa47023D80fb13739e29Df6733F9C5C221b5,34062.317126792164
0x00Be4654036cc2bD8Ff6F49BC5e8165666De1B01,2802.2486441786423
0x00Bf7d6969d0968630FE0600b9832C2E8E012300,889.7063419693816
0x00C28f5B32EaB52eD5eB0568eb040AA33d01ba85,7249.420986667859
0x00CCbd7aD91D39124e588aC41d4b48f84a693E57,3437.683967440847
0x00D283fFCb70F7b9A1d844e54A1AdE61E5443B6C,18.45416135600466
0x00D3616e6CEb7e33605E12530F2D58dc806372eC,1377955.7595538618
0x00D485Db0bE0Ae844A9CD7286D148dB6Af2E7367,27289.52072039332
0x00D56c5F5b4c68BE83cc6943dc2a9918978A83C1,2554.5606571308776
0x00D69ef746Ae701cC3aa228C08b6Cc2367e8433b,1641472.045227959
0x00D798fC805f78fceAf81c029Cd805a50377F9a5,10617.592425631605
0x00DCf1385f9afF7E25c1ec5DAaD4b9A5768fE5Ea,59726.08711075534
0x00DD9145F37E2640aE6A7496753F0fAe9fbc9127,11.754530920760551
0x00DaD9dD4F5B889d89260a9079397341ddB1B8cE,628529.4950469962
0x00Dd5E17619De9f553Df481EA2872466c9B03fa3,1460.7456476547338
0x00EAd698A5C3c72D5a28429E9E6D6c076c086997,75.46150063265472
0x00F041aA0Ec1f7834aAe5F8Fc123ff1B3f61698C,98.5619372580497
0x00F591f524e1e0F296725f1E16Be514F5969BdAb,126198.02666412816
0x00F7fD781e7C1C51d192ecAB646804B561daA795,46847.453170023015
0x00F928a6aDC7c345EF919fe5A8Be2458580eF9f6,63608.809867192496
0x00FBd8120078a6f3F452BF5a1668c01aC04C0720,310004.9876058612
0x00FeB421bbD413d0b7B67d019837F51f9ED21962,8.025652235678843
0x00Fea881089E46CA19914C834EC3e29beeb499Ed,131169.38493589804
0x00a0Cce066Bad3322f596E4A17c0CAa9bC08A170,39585.13569771012
0x00aEca021D0f06c7dee54D58ee6Af47B5645aB19,8123.08299595775
0x00bDa3e0C6b91B34d0dE3E81100969A02213a8Bc,91039.98607256226
0x00baBe7307d722eee657cd12476C9988dB06CfFF,47352.97839225406
0x00c18F9A048a52828c156Ec71B76faE4D80B6d87,458.2612421621158
0x00c4168dd6736e9850F50AF8F3b6B5C113107E1a,1098669.042331312
0x00cD209a11c4fCaA3c3DDB5eef1c0F1209003A35,513390.2418556492
0x00cEdAa3103CA77285623a5EA4a6B7dD154EDcdd,354793.63927158323
0x00d156692CB6d5020556FA34efAe7210f364D0f2,18822.583582580948
0x00d7cCe4fa3453B75c9e6864Af55f74DCA63cF61,163668.37948906308
0x00dBED6902e94617313bCa039fd8E4d4b8FCddDb,15517.292632227503
0x00dcb0f4d625cA40A0F0cD2F45BbDbd343198793,102732.14367343992
0x00e0d226CC8BAC757a9c771b07fb8d84A84BD11c,110366.23088109994
0x00e298b0e01121b7D5Ec6b2722553A33cF796E2C,22.380913651433712
0x00e3D8d5eCa1aacB45Af67C9CE9D4534285F5459,9004.63438220893
0x00e599576B6B49F1C96C6931cBfA519B862aB3d6,190.426646926766
0x00e6CAc649EcA03b27d8CE5Ad283e5B15FF150e5,4590.960396934329
0x00e714B34f4439c7FB25d2Ac13e7146A0477B23F,3109.1352421163137
0x00e971969B3f9faB6EA0d449000c43E5a36f5E8d,253303.9767432506
0x00eBE1160bB2564BeE8A5ED8F35E7CD38D1Fe223,15642.3625230222
0x00eFB21c3E294ebdBcc775C046c5e8fc5Bf2004b,115697.48104807074
0x00eeAeB5AfBaEa5cBa0857EBB22cB83475Bc5b73,150186.16654638044
0x00f486b6443362da49D10735305a9435Cb5AAA11,626624.7656327076
0x00f4D52d68A86f3CB6a17c1b4E3eaa6a94CDcE05,31.80848419617824
0x00f60A561b2f49De85a4893f0496e3382B2c44e3,14400.063676742677
0x00fA5DE1Abc8DFD101Ac2884581FFe944d4Ec6CE,69912.63866256093
0x00faB2FF0A4509BF1d5a0B3D77E1a4ec6d3d574e,16453.281905653508
0x00fcf966c55AE2E22237e6ceCe57ffeF507Ba81B,985.4290045801188
0x00fd60cf5C97933ea176DBf8F52dF44D08c592F8,16297.591549901774
0x010004532F3c6528982Bb2BFD9AE97cdd934BD70,713570.9646716632
0x010462E09d11875B5b17e1d800951919423F9616,361115.3989878939
0x0105E9FaFaC3701eDb4aE89E56646F59d6D4f62D,48.64994763628897
0x010698794c83C624109B9119de07dAD100efCc90,897862.7250935419
0x01070154259670afaCDFFba652dEd1b04B6f035A,203.825394896668
0x01087080Dca984b607e1Ebf263330431f979E528,94083.88711374998
0x010AF29077a8520cc3F55bE2031D7e37808BA137,1610387.043941508
0x010CacC498aCC663548A89a953a83EDDf32F294a,25596.939367985546
0x0113A8C6585BC2F36C7ECE5FC912f0063a3998cF,570.1762012126031
0x011951b5341e0C9873334f7eE24796d8E0Becb6f,61.26881352305336
0x011CAF1e1c01d988C5e655109910B4E8434106Ae,2297.14298780556
0x0122176Df2069086cb2d6FEF8ceAb16a12f664B5,23.024992340160903
0x0122609493baD1C4e9f6473bF04920C572eC9036,2753.070341731354
0x012380f6501e1b6DaBa5B012BB2c2B22f0320d28,256271.730702591
0x012405E9aD437e086C4B52FdaB3815A655a3c9a8,79779.84705081131
0x0128DF4942168C263dA6fE987985668AdC0eb586,18.300660768869577
0x012B71d91d6Fb4724C5E90AFF1d869B1B35bEe10,29.898002448
0x012C442670791b30f4aD59945e0e33b12A6fDD97,4470.191096513738
0x013119D41a0499E4ba23E8b0A2bfe4d264291855,19267.63912589697
0x0131F07e8d7FC4BCeeD532120e08FA591a9aF04f,2123939.9840894938
0x013558E3520AEcB56061892b7e8c5c9E4593EB0B,8827165.75357427
0x01408c114D150C65dCa6fD1D6d935419037877B5,15761.040182346616
0x0140ef253b3756Fa832b2ae5970D33c8b2c5AFE6,85.5396288228634
0x0142c2Cc7acB6302E49f7eA3E85D2dFD6a3c2aB2,19980.00538803848
0x01438330A81ac0290286ab7E802ACC0a838C33b3,392234.6517942598
0x0144276036c33357Ba03165fcfd2a38dAE711d5A,1171.4344607039477
0x01471dB828Cfb96Dcf215c57a7a6493702031EC1,44708.19117344486
0x0147BB98834BAE6C1b8c72B0370B336430Daa899,48.06244842916368
0x0148107d2b0fC3E90E8aC427A9058BeAfFc5Dd79,272002.92025062384
0x0149c80e8d7D3f1Ca779945DA084820D33f5244C,11.623239642058053
0x014Ae9e29e711A863216EB225F18527219bB0106,9025.151885051817
0x014B675711a2D4471a5aB2D5e715D25a10af7945,16.383224742465853
0x014e2d43587DA9Fe941FAe2ecB4b66457DC6620A,65.68347215987056
0x01528FBF22dE5ceE9019447199090de0c684f580,903.6980148949056
0x0153E898233D95Dce6Ca9C6aCA4755Ee60588235,65158.54164904552
0x0153f403832eAC8B8e436Eb6ea60dBC6C32725Db,331.7458175458976
0x0154d25120Ed20A516fE43991702e7463c5A6F6e,105123.82162573058
0x0156a98F1b82045C10cab22A0640F808fE21beea,3598694.219081035
0x01572D7282b3327b4f4a2fffA58eBF0AE5e90843,4068.3903031624704
0x01576cdd49599A89820dAdf1D063cAF397AE8214,398.4512291451752
0x0157f4b4b9eDe3fB0cac9CC703e4420fC46A7326,165779.53324464965
0x015DFF63B301f1760500cA83C1fdEd382698E4B6,18.156204732947824
0x015F975C22438c48EB23f879Ed3B293Ed7fbd2D2,72.79746085489356
0x015d659078F9d3ed330af0C411Be47A4F2842860,360.6581355666759
0x01686195311A7D0768DAc59e564cBcdB429d6114,9.730193824160304
0x016B6e1A9D05AC99B8F7bB5680A20E06489d43C1,7591.634696699531
0x016c6D9d43a6Fc4a34409FC40Fc49CA74B465303,331463.1249075229
0x017170E69D0feA31bcA1Ee7d66c10B05C0259d1e,64.4215578132731
0x01746f0a55811602F0EEA0DeF665C7086fc5eB3D,5.866040806895647
0x01755499c4c3739A2F503F59480766bb27980a76,32.358591971584374
0x01756A0179d4FF151b9a71eDf2e618C874c4aA28,1368.2456952748337
0x017576b4d3a168a7253C942b4574b19729cEBf19,9.689822301602131
0x01762f3A17AA28D15b4134aB3F9444eCa9B585d5,621.6657058349815
0x017A5C8e7125dd3dcba503038D19546BE1485fC2,1260.7664602238733
0x017Af3dF30395955128b3064d117293c2C69fdE7,260952.4623618157
0x017B5E11411F0367e532228662486dAF4e824c3F,569154.5186351491
0x01806afd860bc8fc210Ef84d2d8cCa91b66c65A5,39046.48162230002
0x018270dee113a7AbA7053Fa5a668767456836911,153309.30593796936
0x0182C66086cf516c6e7E169c43E853151208720d,899863.7640306444
0x0183Ba1bEcA0251aC7000348bf1718C266Ce45c1,3736.4077745030777
0x0184Df2aFB9845c27504419AC7D5eFccaE41B951,45283.35777427329
0x01851d51932c9Ee38EB791611AC12234aDf72Ba6,26.91076112849501
0x0186900644ef85628dC3d81fC2A83349d5cC25c7,40347.85294080302
0x0188F9B7ed3B2e120B8722C2c21673274388928B,318728.0307380025
0x018C42d1f5C1B5f6996362F981733250D5825729,8.528355861726489
0x018F4B918A24de93BE4E5fFCcca4e895fE7a9167,35745.81944992326
0x018a118e1e7d0c9F001E2815b1d01de194c8840F,636087.9388056563
0x01900a78925BAF28e9721A0c78Cf43C67BB74fA8,9932.59853802595
0x0190A295A1e5544d221aaf8A05131455E5974327,248156.9852138909
0x019522CD983752FC1377b5A477deE5f3c93995DE,5632.123823717206
0x01957CA17FB2D047345039D8dd04640d6EFB3542,58868.55364819731
0x019Ed608dD806b80193942F2A960e7AC8aBb2EE3,104.5393358396953
0x019b9b4C34749739d78b05CB57F168949e02d404,49847.41057526592
0x019eA8f97B54C368027E667633EFf50099F013B6,99747.2742702156
0x01A1B2ca0ef0eFab2120a179E2152dB7255fACFB,10.247993239400827
0x01A825A4505cd8b862b26e345b718C39eDD98eDe,236.8371083173473
0x01ACb3804Ba9c42111C6E9c127831Eb486CA1Ac7,16676.06463902151
0x01B03dF1c0f284E8009dB7C4A42b617117Af1ad9,164172.93952495954
0x01B105ED942FC84486C68f6ab682369A424e451B,13.332783285271155
0x01BCEc2c47D3c20902D6B375212a0167D74BfDA3,281.158356715152
0x01Ba8492F9d019bD6F7DDDf1cD35Fa022AF6813B,29338.651164858733
0x01C02E2591645EFEba152B2C8Af1Fab8914CD046,331327.69868663256
0x01CB1D7f983150Bff188Bafe89f7AC47432bB645,693454.877200817
0x01D52767aCd484955f4149152f88402fE342175A,1846517.3216134468
0x01Db0811B2a2aEEdEBEc3D2D74ac69b60aA26950,340.535217487262
0x01DbD813049582517B5065Dc556595b52163c41d,588261.7675926904
0x01Dedc58f83989d7D83f54ceaF4588C41873386b,35786.636201488174
0x01E02cADEdF73DDdEa9be1fa2a4b43Fb0dc10055,9111.465759366927
0x01E35f56b4E8f206d27C11fe54D105728ACFe5Cb,922.26758725871
0x01EC34E5Ca07Ee2827e69B9c039b7EBF89e20F15,179819.0245045442
0x01F0fA66020fd7188681D54B682e616e5e519B9C,42789.80399967803
0x01F6AEfb45c655e2a4205e206Fc01ca0532248a5,46991.76271114626
0x01FDc5f97190995A21dBf95647d672F0E00AB913,7731.481822432498
0x01Fbe38f6c03781c1382e56A3F6a97F13D83df0c,207840.88168860096
0x01a5BB36b5Fce28903529B6f1e5Ca0390ed60dB4,230271.6592394316
0x01a62CecD7eA77763bA1A99B6483DDCd653ed99a,162141.7732951984
0x01a676c60dCf1D8B7857e967ef99A44dd2EdB372,17383.069204410604
0x01a746f9e48bd620b43FD1C5bAcADF8474B41f46,18661.331246714504
0x01a964Bc153f723CeC6601393074DdbD94beD554,26771.83248732193
0x01aD1f87f4d7886e6793954142885f135E490D82,22373487.328265
0x01af1720E89db7264476C7e8d86844952FC2FeBa,28296.932982750048
0x01b4f3dBcB08c285CbC0A03530Aecc339541D7B7,2711.6162208978635
0x01b6A0a7ef71E0A983512F8e6dC5F14993daEa50,47448.9149957822
0x01b7e73CDAd95D407e8696E04194a75F19744801,592065.9891312006
0x01b86AEEbCD1Ff94aC1195cFc8FD9e39dB24db45,369.312175614163
0x01be3F285dCb874F9DbA0efeF0A76f375B8d07E7,7.744566556714733
0x01c636A24a7f3338C1A459F0B0ea76b733bB5D2D,39251.38617356752
0x01d1f55d94a53a9517c07f793f35320FAA0D2DCf,32165162.46987515
0x01d84ec85A2C077949c25b0aa694b919e4Ce8dcC,240.59183854827876
0x01d9e4629f3ebe70a2CfF8fC4D19ac60E825F15c,29.80790676776106
0x01e424979828e2e72C0F556e5ae37732134260DA,163701.27368864696
0x01e54609900a891CE9c2518b5C83F6175E3b0Ad7,280838.00603603106
0x01e9885169f1884A243DD68A85b3F7a2A1Ef1a08,37259.424815013546
0x01eB2941C97C4A75DF38fA77B5C4cbAb47fd7240,1661.703670146987
0x01eb32f0F5244367478130B4Be2ada650CAD9A0B,8998.186463626835
0x01ef663Fc259d6a9CE5BAa6Cb0e1571FAd5A3A33,120339.26845932062
0x01f5343E66C6dDd37c7332A17E53eB61F30C5Ba8,251.0283661387208
0x01f548245A230862b0344C2B01eE2C0C3295360e,28252.840540818328
0x01f58F1E9Ff6bbD9754b4E966307daEB0F8A5A47,21971.843434079117
0x01f78f128f09034744d2847CC8d5939719285527,14644999.563062817
0x01f8418e6B526b0f109E843f7927D61C5FFB4b04,555.8131790230415
0x01fBCBf3b7e5bA606402D29d75Fa857a92Dceb4E,146172.54774028648
0x01fd60a48B623F6D2764790387723C7498C05F73,77983.16784918206
0x0205EF3B60b685933E3c9A8FC317F16c60091997,1473728.4591857025
0x0207FA8db06d83bDc9dC937FbF8988a6b5608A08,84472.45250050035
0x0207dacF2D916b0aD21932671D09A8767c0d77d0,9091.39369433065
0x02082c8C3a76F44adA1B3F5f0158CA2cB1f8c59f,71898.72911393525
0x0208b07E962504b111B29e04AE734Fc549c73bbE,463232.3359501659
0x02094b7ae06170db08249d862b227b18C37AdFdf,3984.1804698035858
0x020D5Ce1Ce70AA0cbD61C439bae95397a6c34F94,58141.4565725058
0x02125fedC69054163E960416CFcC2B425a25Ba3E,4.435332745522906
0x02150204ce66B70A6d33e07B2E40956EA8D1d2a3,745.5215848313744
0x02171B5194D93bB3358e080e0b048064783Bdfc4,2473197.240120297
0x022121ed076A9DE08F9C7c4D7d8D95bc329F5368,1436.501765520386
0x0222E759AE5fd056B8b58E9d053d355A8a5B93Ce,60.61973646859036
0x0228028A0c92cfd9743e561A96B16edBB4606054,18.85661405639669
0x0228498Ee93E8750a823D219a8F531157cCC031F,141933.94053792654
0x022E3cE4EdA264B3e3FEf62036c8182cEb88e6Ce,383.37948039853
0x022E4B202ef3c6F7e75a0a4634d57cb6654b3AEB,235102.5648586352
0x022F3Cc7DdA310dAD501f3668312c96650c4D516,3004.998734278782
0x022e020C844EEcFb8AaeED1d94ab7277C695faBC,330089.9307228497
0x022e36C698a0BA939fEBa8AdD4b5A22948031bf9,2.1972767258009656
0x023010bD0339f933fa4fcdD89FB53a4922b5ed63,816754.4783314597
0x02318568CD566cEc9117cbA12dE41e5f5409aAD9,36.49982768926444
0x02320e5e93e2f2d5dE406f3519D102A6E259fda0,446458.0609350061
0x02328D959E2c67A0C89d9daA5E3CBcFE00B96fF2,33202.165079463586
0x023A5ea899df16831d6F3101f4568fDdB577C887,7333007.298536523
0x023BFBb40E29B231d9E441DFe73F7485c992CD5c,357.5100593195598
0x023b4989fF99E16E9aF1a48AabCeF42022769377,86.65729539179999
0x0243f565dd964C44CD7AB1629975dE58a5d73211,1361.873692536521
0x0246375d348f0cFBb571CE173234eB35Ba43FFDB,41726.23801882188
0x0246C1e74EE54Af89c50BFEfFDDdbad0F0d63da2,13878.465427530444
0x02478ab8366e2C1f59311389a8e3cb2A4D7EfFB0,5458.72203349367
0x024889Be330D20bfB132Faf5c73Ee0Fd81e96e71,29427.39188423672
0x0248eEDeED09875cCFDD11B703f858D38A73A03c,9.864732685282805
0x024c74838A4568CB504F4f0903175AC06bc35777,86277.46854659467
0x02515B816BDd0E19bB36690d7C0776f3Ab25F1c6,255.46180595259185
0x0253C64eb83dE25a83A72Dd1278a2C6e1f3173af,14509.078750790775
0x0254efd466624428E9f7B59d5b51b4335022bCfd,611476.5920305125
0x025875bb2A2A8FaC7e3e4Edbce04259369EfAF53,80.9756936184832
0x0259044395FE54d8aFe28354Ac737EB216064cF9,9268.987617622764
0x025C5aDE2bd9Af42A0AeA52da388805811aE65D4,73663.10977910264
0x025C62433Ecf89Ed45EDf7F41BF05318204d0b2b,1744586.787645199
0x025D48bbF03f048eBCbF1C7fbB5d2Bc63F02EDEf,16922.332246813352
0x025E56FAd0b0A6B52CFbC851Db20195a65Faacea,27564.3364578539
0x025E9aE97401E33e5b929f2e195C8FeeB7Bc5087,2595.7294679554548
0x026223406A44268cB54a3A532D946B252376bFc1,20469.55537396586
0x026447a649e8A9DcAb4b49d94e5006f98A4D600d,3492003.5128291715
0x0267A0414D1aE8B00055680f7f7354FC35BCbD1e,6662.181439906415
0x0269a6FD76950C14595977053206578F3C540f4A,10.1448717648078
0x027020aA4CD9845D2E66Bd9d515aAbB2f164A21C,448.1163747244222
0x02715877f8e489C6361296ab820E55f2FC1E8bA9,70684.74996462453
0x02725E53d931bd753592B40d4c123225d9219ac3,2427.119960590925
0x02760bDb5B53DC127510BE15b4469066de1867c2,305.87777470820464
0x0277d07Ae3E082182E45Cc5a5c2C909a82d1B39c,520.5395030262304
0x027A5a6938A719496045564B7221B2E4e4112749,250088.1882153169
0x027C24320179b1FdfAD564DdE3A49aC083C6713c,20830.549270162184
0x027D711364FA6A652CdA08B9C31972aFf38dA25F,87.27564978696942
0x02827f17e54634dbCc85bC06362030C33Ae1FB2F,9753.791658855152
0x02864be954583456c866130f845595Ed70F955b2,94.28935626678287
0x0287cf22E285fe71eE626551774e6e4a647fEC56,129885.82834787726
0x028B2b9adCa1BD1263086b0B221713A684968817,588726.4644739778
0x028F20736aAa9A68fDCD2bCD604C1d79ab4973F1,17296.945672952992
0x028fF8FDb5DC1E01F9C7AEeAa2FB35729ed8F3C8,1361.5239837809477
0x029528Ee70cce92176288538D489C411c4c60BC4,5765112.54745847
0x0296f50328B3054ec5345f961f0A4a2d09002b0e,902117.3904756664
0x029A0F3Afe803e6c6f45773b37FD1649640D650f,1933.4805386922137
0x029f11bD8F0277B92fC097Bc1E6499020d20277C,578.2327408708987
0x02A0fF63fE227cc25E0c9c98424Bb0FDAf366D6D,259332.04983584408
0x02A250B4F8479ae742415307A23Bc9440e67F737,9170.398868223978
0x02A6707f2BAE8D6352C51ACd8aa1B5385A2aC1c8,956411.9382494156
