target,source,amount
0x278951f72d6435334b0FE0F86D637F716F414Eb3,Tether USD,873.798908
0x3a622E2D27792317E79393E4e951BfFA80Fb7C73,Wrapped Ether,42476.87845098713
0xe45218b20cE500cD132bc6312F291827F3d6db32,Dai Stablecoin,5.98218343825287
0xaB072DbC8D84b8e6a9511f760b56c0513B9C0ee9,Tether USD,74.97572
0xD9B415a727c9506b2487788d7693dee5E5Cd7677,USD Coin,5.18554261359798
0x0A482B61162E950E4347c17E07721eb3fdb7D321,Coinbase Wrapped Staked ETH,8.092225746677476
0x415F567555B801aCC0c06bcd46535a5B1559457d,Wrapped Ether,413.97274970240636
0xABcB55Bd73912898F056237C907d1cB7089c3F03,Wrapped Ether,90.90926703615312
0x5a91b98A73d72A1FAE9f1f962dca77326013b155,USD Coin,1.89399023680824
0x1EC16b6889BdDc8fC3baC783529E3E6bB5b4B448,USD Coin,2.99045023311018
0xedaf58a4a3Ee38B3Ea6B4462278555fbabc6B361,USD Coin,4.48567484980614
0x32245e7E21c7aAFEbB67A331F3e0a3D32b64D36C,USD Coin,3.98726931015618
0xc5E7184d2807b21726d67dd05B6c3011F9C5dCa5,Wrapped BTC,4.462031175173341
0xAb0aD42B3DbdF1Fde252fD7730993108cf76BABA,Wrapped Ether,63.78588988326031
0xAb0aD42B3DbdF1Fde252fD7730993108cf76BABA,Wrapped liquid staked Ether 2.0,94.33672245974954
0x2c0f8d663Da536BF57210cA331616ed5d4696D68,Dai Stablecoin,49.826581274501585
0x09fa8FD60403A6d5D7fcaC30bFc5C63f2811aCE7,Rocket Pool ETH,3.3221793009181524
0x29fCA5052dA9b93b2b25809135022EC367355995,Dai Stablecoin,2.9898383357697704
0xFb7e45a97F77005C750Acf1ad0b104547dde4476,USD Coin,2.9903555565129003
0x7204eD7A6efbbc4361CfBab3a7E4462281Ea86fc,USD Coin,498.33988042702
0x5ec38FA1Aba800aD9745553afcee2e538a11048a,USD Coin,1505.125937
0x5ec38FA1Aba800aD9745553afcee2e538a11048a,Dai Stablecoin,2554.714560173419
0x635ea9FA3cBc3C644800013F889A0b3A482c8A15,USD Coin,29.898582
0xF38c5C71Cf44DCDd0a3d5C8513AA8d1e8e4C3c05,USD Coin,35947.249022
0xe53085d26544dAF3BA8f66B2D1B108E285cc51f9,USD Coin,10.13371015307516
0x98c7a7ce88dfa0bFcC588E462d7713D3c03E6D9f,Wrapped Ether,106164.41243660793
0x4b10DA491b54ffe167Ec5AAf7046804fADA027d2,Tether USD,2.5624109949999996
0x11D70e2b46FaCa38C366f3e8959172310818A9Be,USD Coin,71.42864866036064
0x2e81c045F8379b0F931509481F31b3A671382633,Tether USD,15.42406562912
0x0B1D85A336366143fA8c887066A8b7a2b527cccF,Tether USD,52.922345645609994
0xABB3911E303bd66F799d0BFaf5538d5BCdd3f8F7,USD Coin,30.208093860602418
0xfDb700Fa525C824B17Dfe15D1A5d4eebC11aa8da,Wrapped Ether,1117.7322984114837
0xe1f68DdB550a6D939F5Ee81fd90840cd69571b68,Tether USD,3.5624938499999996
0x8ce2f11C7Dfae77db396405417F7fc6A5bf971f6,Wrapped Ether,167051.51888583443
0xE9C57881747a62EBf5AFfbcE5fff85842Df07DbE,USD Coin,4976.293665650163
0x459ca26e0e615657c6c94Ba79882dccC70303CF3,Dai Stablecoin,12.050103824209
0xCa0f46f9f8A2CF84d9CC11E644C9F982Bd0B80E8,USD Coin,4.42916094186954
0x993d4B8586cE7A528625E68Cd007d7E2D569F16d,Wrapped Ether,5.602928605053526
0xebeB505DA7C1655aeA3C227DF412157758EbcD7c,Tether USD,59.96526866999999
0x3D9c8f2dAf3Ff486166f9Bf4A48aB9f919A1D000,Wrapped Ether,90084.94444707218
0x437ee6A7fB8EeC14A6b888CbFD3945746413E120,Wrapped Ether,5447.567526116178
0xA741624bc540FD5Baa8E027DA506383b2962f31b,Dai Stablecoin,4.975017077159693
0x39CF02F5c83687C1c946d053cEA484D1Ca7a0bBD,USD Coin,19.896352166352617
0x6A186C3E272Eb4e7Ba3Be5Ec3b99F6f893012A81,Dai Stablecoin,13.666967060985783
0xA305af23ECc04f74D6cfaB005Be16283eC0D9c28,Tether USD,4018.9119518339994
0x4C0FBbd44aBb3BD585e7144eFbbdF0e59278A71D,Wrapped Ether,105.92893243439595
0xB3B04E976b59e168E17EBDbF19C94a3675Cd6C08,Dai Stablecoin,23890.213675262483
0xb0555a0F25fA35f9BB80D519c36BE9E9ff45aC07,Wrapped Ether,3.604523701206616
0xFc52a68632B95B31a3d207e237D6e968c3B24E04,Rocket Pool ETH,6.096118063355112
0x02318568CD566cEc9117cbA12dE41e5f5409aAD9,Wrapped Ether,144.17404679062295
0x40640B6dF1a05a5C237e507E3Cc791104b4C3422,USD Coin,4.86180027448
0x5EdA713e86a1D7fA29174f4683c68B238bE041A8,USD Coin,398.42921481268
0xd1390b1434015795889B68d9Bf5C628A4Feec6C1,USD Coin,4.9797169785
0x6e7371690953D943cc3fcA6121f06eCF90fc8d77,Dai Stablecoin,1.9907727656270133
0x248E9d96e828f3750856614e4b7e523D3a389946,Wrapped Ether,1136.6120270687786
0x31Df5f1437eC5fA7BE165a84ED9635e9b0f57536,USD Coin,222.52804916160002
0xe0dB4570322a7835FA53da3e0778Bd48afb6DAFb,Wrapped Ether,36.29448554866853
0x1571d32BB384C25a0E9aD53E4248810b9a670900,USD Coin,262.1537207676
0x1571d32BB384C25a0E9aD53E4248810b9a670900,Tether USD,467.82560781126006
0x65c27f2F6dCff60ED4E2B1c36fDfe495145C7548,USD Coin,3.9809569918
0x0B2c2BAD715b981D050872A7805013b0Abe7b694,Wrapped liquid staked Ether 2.0,4.346477301172179
0x8c133F829F93E9A608E51fAFe376742950bCC8f8,Tether USD,29.839296160606484
0x6307943Be9D7CC2E0754Ff6E06c3B2973f5e53e2,Dai Stablecoin,4.976827541787247
0x6307943Be9D7CC2E0754Ff6E06c3B2973f5e53e2,Tether USD,3.9787743284774
0xB7b1A423790Ab3122598F10E7b8aD24eDec2474b,Tether USD,2.9840955237653204
0xbB9103261DdAB65Ab6C737d29cECEcF4b4172de9,USD Coin,23.182806965
0x2D449f07961088525D1cC7b465dD459D179Fa496,Wrapped Ether,6235.607792032697
0x9f4Cb53e9A2E9aaE05dce7F315C0437463326208,USD Coin,21.996564635800002
0xBfCB89e106AF4DF10a1F510aEE6291b8C5Aa32b8,Dai Stablecoin,11032.918524653165
0xf704d714eC68a378dfE0C24825932B9Dd38d1CCC,USD Coin,22.1783298078
0xF2dDaE847aE0631Ae614603D0dC7C0e65Bf6dd48,Wrapped BTC,4964.993372566668
0xb7DD1e6B188f03F2633b14075F0D69722Fa1AFf8,Tether USD,39.79482631087337
0x03762c4478518FBf036ed6062FE9035D2e6D0670,Wrapped Ether,8.660775500914676
0xb32700e4280D840780dA58d5Fa8818292C8CE766,USD Coin,683.7554336991999
0x40333d8DA3BA301eba661699F4255E15aAc55d55,Wrapped Ether,24.91756163152046
0xb0DC55BC5d509B96ff6a43961c29615A18b54804,Dai Stablecoin,39.80145131343212
0x7fE3F487eb7d36069c61F53FE4Ba777C2DE75B43,Wrapped Ether,297.8355161291532
0xBA14D1386d75F6305f78e75355f8A49069BBf755,Wrapped Ether,5.7780705639500445
0xF259a29046B17C0f3bf04dD9CAF9d8Da91acf96B,Wrapped Ether,1.0831166713706217
0x5d9c5C3192DBCc66C84908CB1677cee5AB2A1086,LUSD Stablecoin,9.095934691366395
0xCCC3171B1E9BAc640c633969b374A2bD2b55619F,USD Coin,4.278990434500001
0xFbA38Ebf53b5d3956d4e4815dB9b88cc01DB023B,ChainLink Token,3.572802069928885
0x2ad80567e38c12F754FFe06A6b76A9B99Be55aC0,USD Coin,2985.7747835884
0xfbF8CA690dc301C22a9e58286b2f079a33bA46e9,Curve DAO Token,6.189713088632286
0x43AcD260770716797f0B4506D3B3e02F489cfFA0,Dai Stablecoin,512.268800182798
0x8DC2c3eb5d6a55D5bbbC8a55A3FaCB91aC7031a7,Wrapped BTC,8.242947301419353
0xA5AEb1CeFa38825548266747233438c1b58a3DAa,Wrapped Ether,6.798095796548843
0x8A20A90adCF81F0e416e31447540aBA59f5df0B7,Wrapped Ether,390.22868959457657
0x2ae94e717395DC8f91A619917c6BA15698BC3C38,USD Coin,46.990503479699996
0xF48aEfFdB19BE3753C3185088c869a95dB5a3edc,Wrapped Ether,1027503.41588315
0xc7cF06CC3648190F4502BBF4e4dd120F462129dC,Wrapped Ether,72144.10062432523
0x3D0D7f8720A02CFC9FEe5DC7Dc08181303A6ED86,Dai Stablecoin,4.9738394050072
0x08F0565e8Aba8e9CBFFFCbBC39e0BE38d01ace13,Coinbase Wrapped Staked ETH,1.2867999637337542
0xbbC833C61e3A668385a5652c66B408CFC0eb68A1,Wrapped Ether,1156.5340385595289
0x7715d18D17Ed34231300Dfb6b99d2Cc0d9b53235,Curve DAO Token,18.374520840333588
0x258a964209E7de1249761f8b598D329896C789c9,Wrapped BTC,11.35807669348198
0x1111a00deD4E8A1858DD44a96C978478dFE9B191,Rocket Pool ETH,19.197643519776815
0xEa9c95aedf973657b19E1A112BF47cBAa1eAfaf5,ChainLink Token,1.0665927660791368
0xEa9c95aedf973657b19E1A112BF47cBAa1eAfaf5,LUSD Stablecoin,1.6155502739048817
0xEa9c95aedf973657b19E1A112BF47cBAa1eAfaf5,Curve DAO Token,1.1152963675743945
0xe4b9568cA75723850C5D252963D897978a77e810,Tether USD,396.79683212430547
0x4e530Fc94eC37651aa8046a32C65A45d5cAa65Bf,Wrapped Ether,3527.538953312499
0x38b9a2122C53D9b118135f6347aE2866c3b45297,Tether USD,49573.883128228415
0xc6f39Dd3064bc6b92DB79Da02B8471932CDa943b,Dai Stablecoin,39757.34173123553
0x66b844184b194Eeb027745e6AD0A7482092D5a1E,Wrapped Ether,760.8490224687632
0xd9Fa17d4ae87A2Ed411a987cFD52c4Ec63b37B94,Tether USD,49573.9121545744
0xE31f6f048c380238EFf81D2BB97082d47262DC6D,Wrapped Ether,45.6470790983858
0x9A30efbBbC54F1ccF942a0C550C0621fb22C386b,Tether USD,49573.90893609458
0xb68B14040Ebb50E9eA7cC01E0E83e675114C7955,Tether USD,49573.901844834094
0x97dAc6695dE0A983fe291F7E0637E11DD44b674C,Dai Stablecoin,59636.0156064198
0x421A8A0C6388FaA1550E2636538d8d7605a8cEde,Dai Stablecoin,5.468131304371591
0x9B1464a0430Cf821382aA7B80b8373DB547eC334,Tether USD,9.700417241262
0xffBE8D5c5663467aF5cAFA25a431795ca2B9D05b,Wrapped Ether,13.84942822571807
0x62Da761fD6fDd085eB133F996E24B3A8C27c07Ef,USD Coin,3279.86027770812
0x82D732b80bEb2951d78b98034613bEB813F7AfD3,Dai Stablecoin,9.939062540082801
0x5Bb25A4215A4e8f8ABf013e13912EcF27D0C06A0,Wrapped liquid staked Ether 2.0,2.953374872472572
0xCB53a818042Db647cb01672751B0E4efCa29cF55,Uniswap,5.053193122756041
0x7C68C324197fB919697Df8BBa3F4A04F41Dda302,USD Coin,1341.534143283408
0x6D2f83d043A5E21D8108aa938b8664d07d44aF7d,USD Coin,993.7642628401328
0xb647f84d4DC1C9bD9Bf42BfFe0FEA69C9F2bb843,Tether USD,11897.353821353
0x1f45477bCFb866D4FcAAE3B7e3eDab631185A3Ff,USD Coin,5.96157479588
0x2091267A67F703aC8340377dBcDD4b79Ec84DDd5,Wrapped Ether,304.61841673836267
0xd25C21cC97184aC649155EA68a519a5844f61dBD,LUSD Stablecoin,5.029053314293183
0x79c317c4DF17CF6FE5C31bF5f11Cf2Ee0254cFcd,Tether USD,4248.582979600877
0x476B5a41A87546cBc6f37ADB43857D1BD927afc2,Tether USD,865.919704656663
0x74dF2FE610566D9027ff745EE09A2A1f8Ba4A0f6,Dai Stablecoin,2881.128974428351
0xe4B34c91111655d3dE8Bf0817B65a48DBdcDCaad,Synthetix Network Token,8.433066274
0x77AfB9502D5ed038F7D36A6fDa24149bf4CF58a2,Dai Stablecoin,15758.825006491244
0x298dE467D7B37e9D3f5d5515cE86C54a272bC666,Tether USD,1029736.972749816
0x94d7c8230F6a53d6256aab88C97E0aE35994feCa,Tether USD,8065.3643261302395
0xE68C3a86278b8103f1B53ace1e49B9E544Dd116E,USD Coin,268.16203158452424
0xf12762bD80052bF092DDFd8dD37669FdB48Fe0F8,Wrapped Ether,9.996368674275246
0x23CCC77AEB5c8Be6820303D4A77a6a4F2fDbA534,USD Coin,4963.549541171177
0x4475d58F18912Cb65884052768AB3134EdbFA17f,Dai Stablecoin,4765.926901067666
0x17843363A6a4d0e7B6C2f323129208b7E53aDA4d,USD Coin,17.44559654229
0xa36A09415e8Da9373c7117e5B4e3bC15b803459C,USD Coin,54.042183539055884
0x5cfbDb9DAcA72748e217dC73707Adbd507bfC9a6,Dai Stablecoin,19.88783227595393
0xc8E64C84d921c1820f39bD5aDC26369eD7e8176b,Wrapped Ether,14532.552092679754
0xF420F785C8B7A79A46211AAD3Ec970F7bfCAF904,Tether USD,62.3343767008704
0x787581efF0078796Ca964280AF10879dC31f6A0C,USD Coin,31.270464161243098
0x1b123BA1388281a2974C1607aDc6eAc54B37E914,USD Coin,112.436785291392
0x9f687C6663A11Eb0edDfA8B5C6E0171B04125a6e,USD Coin,4.95944305780536
0x037acBbd0065151C9Fa196B3dc9b20FFA072E95e,Balancer,81.66903855616644
0x9EEE9559a46005cD9DC1fc060B9b20422CaFaAdf,Dai Stablecoin,5.0352203104899065
0x31e46080B1514197eaA9f0C2075FbD14BD9519e6,Tether USD,18.686802328276002
0x105A11Bbe6a363029f2f142cEE3771DEA625c3a6,USD Coin,43609.75639613
0x2F9b22B3bd1a4760B46239488c8147c5ba6155fF,LUSD Stablecoin,20.01160759776018
0x3376CC6BA07013D948042F7A3E29A992e70d8D4F,Tether USD,5869.864709770544
0xc3bA54c1630cCfD28452Fca484D33b9C2C52d7FB,USD Coin,11.88784921809024
0x252AF6E849a49041355ae664DFe57dE9879CA578,Wrapped Ether,7.148857174673578
0x262a7FbB000A767dBC14Eb6c8cE754d1D1cf37d8,Rocket Pool ETH,131.0413347555902
0xb95829E25b354b352c7E9793B4eDAC6a339B3C2C,Balancer,18.501987432144205
0x63a416e963c42c4AB32651E1aA13dfb43405a3CD,Wrapped liquid staked Ether 2.0,3.539355334695976
0x914c1b0fB01017a7483e36C4C2d973b086623F77,Tether USD,43.829378414758324
0x0E4549bB5643d8050fe33220248fE95CD25b26c1,USD Coin,1188.1776828558552
0x1c143B0796Ae1aDaf1f2E0c336975D9F99Fac2DD,Balancer,4.075840349615155
0x9913e51274235E071967BEb71A2236A13F597A78,Wrapped BTC,9.50255159969465
0x00D56c5F5b4c68BE83cc6943dc2a9918978A83C1,Wrapped Ether,378.8125212607968
0x6584181D16D4b038730c26541949446e7432b2BA,Tether USD,1184.0192997687993
0xf421502f2e122aB7d8f910e58D8A9ce46D6A8004,USD Coin,4.6199778196
0xf501F5D1349763E37EDB074A1ccf05cE20b71D1f,ChainLink Token,4.700932809763105
0x6De4D784F6019aa9Dc281b368023e403Ea017601,Tether USD,102.46368374095351
0x44e569787ac2789867c775690a10307A3ce21839,Wrapped Ether,188260.0558597279
0x3d38357AAf66C14eC4a8f100e111B34384119163,USD Coin,9893.481072301898
0xD1c9df0d3Ea9EFc2C27703C69A7ADF0A5354A65e,Tether USD,989693.8481794299
0xEDAF568D42faA77Ca0B3Ae54c434B6c082e7ae6D,Tether USD,43.44307309698001
0x1cEdd88494928eDD7B29Cea2f241Ed54c613AC7E,Wrapped Ether,41437.67278310635
0x0E0De1C03C1124C91ACF5374245C8c2890E760d5,USD Coin,1599.5179821624602
0x0E0De1C03C1124C91ACF5374245C8c2890E760d5,Tether USD,367.76895196272005
0x70b0D4F27aD68Ad6F17Bc5154c11F42112e2c1e7,Wrapped BTC,792.5207062097987
0x33B148c853a67E46326D19544aDf65b91211Cd1C,Tether USD,550.1544338016282
0x9b98af76671123657b58534Dc985281D4e8460e7,Tether USD,129.6432642366486
0x9cd135F796CF3Ef6AEF891A2864179B32Eb17Caa,USD Coin,4942.062373938277
0x44B59A700Cc20452e24008d03Ba7c40E9cD8B9C5,Wrapped Ether,896.3630727182723
0xdD23202976E5854582c3B4F774923BD3aD74b681,Tether USD,2387.3678237681997
0x146fbf0867Dd77Fc9e35a359e9A5d03fC9F35FD4,Tether USD,67.76794256595998
0x45221d61CD5f5DBdF54E1F0E769c2Ab7DdDc5dbf,Tether USD,2609.5475119172797
0xE19128Ae5DE4d655E2919f0dC2DE04A4d99E735D,Wrapped Ether,1807.7150476660333
0xA38fFE16Cc95966389810970927784CA89Db1085,Coinbase Wrapped Staked ETH,17.16048432799733
0x7Eb8247ffd7Ea8Ad1985fF0a65F96a903dddf0Aa,Dai Stablecoin,9.880860391139857
0xC81ad4dc1219DD18f481eBB1dEC9E6810719E9Ad,Dai Stablecoin,40.51349976524376
0x6967c9A1A6E7057CEFb79cBB5bc23B234ae6cf3a,Wrapped Ether,715186.710791161
0x0c6415489A8cc61cA7d32a29F7CDc1e980af16F1,Tether USD,29.7993997948
0x497A8df957aF6bE09f2c755e5297502B0153A417,USD Coin,8983.239657843611
0xa8A4A7A8DD2500Eb8D7470155F60220381278Ed9,Tether USD,19643.2911326638
0xCBa4d52B1019Df7eD9da80E6b0C82db307200031,Tether USD,5291.94211382874
0x3aaC936216A43D4195791819ECc4975ba8fb6C72,Wrapped Ether,67.99380561653605
0x2fFd0A9CdE1453083F8BA8a3b5Ec46D03bd32Eae,Tether USD,316.13164080167996
0xF22d4503b1a55D8c9c88400c7fA998b196e7Ef83,USD Coin,13.570947798010751
0x69B538372673Fe4bbF76BA9d9A2093e0a8c85f35,Wrapped Ether,7.750040961414569
0x627e1BC616956121d31da1355704Bdc768d2AbC8,Tether USD,78.7306138965986
0xD4198d3A1C106c62fC4779BBBC99926a95E25a96,USD Coin,19.756149176544003
0x1731872409Bf8b3D2DeD308Ad1BCB452d65f124d,Tether USD,6497.19393861504
0xc1Ca1FF5CbC2A344a7ad7ccB9D0b9Bc19Df7caf2,Synthetix Network Token,20.54516801583703
0x9cf8986e78d6215d1491c66D64409a54CF6268E4,Tether USD,4.940214
0xA5bA9D68890D0BA1C7d5c6D1AE9B2836a5c4F4f1,Curve DAO Token,6.545428416079854
0x96bE73E4b6Ae0bb35507fDf44EF60F7B1e17bD69,Dai Stablecoin,3.7528229641724535
0xdb8617874c9212B773b404A9eb14ca88C98Ead90,Uniswap,2.355801114846771
0x5bC294800bD1886db885648C071565D61b0F175d,Wrapped liquid staked Ether 2.0,426.7986303401528
0x3e82001810FB6Ac50DE73bcaA2F70d84D70aFD42,Wrapped Ether,91.73225791512755
0xae48d2A081458FbF1cbaC87355c5cb876F7bd564,USD Coin,56192.325585462
0xAFa454AD02AE3ad5caC4d04342756fb90e51462c,Tether USD,29189.940191148897
0x3076898bEbC598e311A6795A68737980E0B616d8,USD Coin,18.0318937552625
0x434dd8b4c51AB63e5449E52cce328f0E73BBFc43,Wrapped Ether,6425.810421899383
0x434dd8b4c51AB63e5449E52cce328f0E73BBFc43,Wrapped BTC,4218.9375691635
0x434dd8b4c51AB63e5449E52cce328f0E73BBFc43,USD Coin,3059.8411009761166
0x124559EbDE4FB3e6A93cEa59300F6611B8A00516,Tether USD,10757.45256710698
0x83e070cd21627F42680A04442c7f45A29a122961,USD Coin,1479.823750123715
0xC491331aA09878c4A5B5518CB0DDD438005ee735,Dai Stablecoin,4.927843388388332
0x53AEb1cD31bC9976c434c2A9CE1E004106a07a08,Wrapped Ether,333565.605392466
0x7A4039965D152ADd2BA04230a002c355b75Bb529,USD Coin,7.5194913402511006
0xC3e925B3614E9714b75a67801EDbe4603a54BD3e,USD Coin,542449.2272899164
0x212Ad7606Ba0849d71C79Cfb687fE47B9D33602E,Tether USD,2260.5741568122
0xa6d74eA53b2f52Df3B91124c7c0cbd8D026ff26f,Wrapped Ether,9326.454720754213
0x7eAf8E65C5F21e3eFae0B54C8f4Db87a7a108060,USD Coin,4994.494315599159
0x897e37D4C587db2b5FF4a5B4B484b4a6ceDD1181,Dai Stablecoin,70.9720661939891
0xCDE43769f216A1618D0cdfBf748fdD90969F29D8,Wrapped Ether,1188991.8785595405
0x0B873d63F563E7Ef7f49588052ADDB1F64d94568,USD Coin,4898.427083
0xa68a8dBCC79555747F7d91bA5C9A56E4A62B9865,Tether USD,50.2319651124744
0x87234a1884A485219D28a21ab26502B6546d1bE1,USD Coin,443.646740603997
0x426986EC9453233AfafF8ce225b895ae4Af63267,Dai Stablecoin,5123.279853615129
0xCC7248BD40bbb8711e2cb0540D19b8a01e2a423B,Coinbase Wrapped Staked ETH,584.1909728602939
0x568540292B0f7E62884d2CA02430Ac26Eb057f88,Coinbase Wrapped Staked ETH,603.6638533863858
0xAAeFC37b2E620269c3af5Dc34B77C5d2D8622a23,Wrapped liquid staked Ether 2.0,10962.10622599067
0x995b262C549B3315EeB713828cCB3f6AC1B0d8F2,USD Coin,1971.5832728337869
0x334c4E781c833B0f9678f351ceAB07c556da209B,Coinbase Wrapped Staked ETH,231.20403451412048
0x48E82c84a6843ba181708e5c0BCDf45675dB2FBb,Coinbase Wrapped Staked ETH,651.5763748466385
0x272953917865aD5317Ff1B104854e5217f21C87F,Coinbase Wrapped Staked ETH,697.8157312318767
0x9AB6E36736b8179406BFB385101595b61D95d4C3,Coinbase Wrapped Staked ETH,535.9725191755749
0xfE9D3B6F60F5cA2c76b4B682E497cF04E26E7257,Gho Token,49.99992437220333
0xecBBc62189B18902e9ABE7236eDfA7964F7E3381,Gho Token,34.999757677779556
0x7013674Db1086b85E31a847eCBeB3f06BaC373dF,Gho Token,59.999963356175584
0xDda1E0b2c225fc5De845655ACAd8BaD5cb294d81,Gho Token,29.99997996576012
0x44927a09e9e0F905419C319593BAFBD94d96373E,Gho Token,4.9997892453095085
0x1B3bBAb4f9975094b326C6b64644fF2723d163C4,Gho Token,100.99697119838372
0x87BdB4879138276E241116d54c7f67C3bb375593,Gho Token,149.99521240517342
0x283266045Ab2aB0793a62CADC21D55f685636Ae0,Gho Token,19.998967149958315
0x465050115C77566C87344B740a40095444bc0205,Gho Token,100.99456159619524
0x2df292AF809Fd693D94C7D17E36BE352e15Bb98a,Gho Token,13.85960884551966
0x5BE61c4d144771f5895cB2996fd3071B0714a2EF,Gho Token,9.999646809890361
0x96789F218a7bCA534a26f6650cF22ba9eFBb0424,Tether USD,147.3081150575296
0xFF1882511a5673194b252c35f2530562f74F47e4,Gho Token,100.9946451819115
0xcA7953bec526B23297CA776953a08B6a63AC8670,USD Coin,4283.103636093282
0xAf00740Ac83290211C0C7729DC3063c90FBF5FAF,Gho Token,99.998557088036
0xCFEf0e8c63CF9b68AcbC373Ce0367Ec3f436D194,Tether USD,4948.726262102582
0x16CBddAB2Fc5bD611C4336e2DdfC0177095B9CD4,1INCH Token,64.56688544907988
0xf220F05B4830095be149085041735F197ee3D5Aa,Gho Token,29.997956062782325
0x006239ca80415aD21D43A98deDc380b29E516BF3,1INCH Token,19.05589756364273
0xdeB4B982330B5A4adC49c6a9064Da3b6031628B6,Gho Token,74.98991848586182
0xFEAF597b1d8333E6b3D48DcF54CcE89170dF5A4C,Gho Token,2.999691676803929
0xB5d870D24Fa7C0993a30c2fefAa83A40DC5a447a,Gho Token,346.2546511924925
0xFe3E3AC01934577bB11a2Df9328533cf31AB90fc,Gho Token,111.8026987517876
0xbE29691cB4865bCDC3CEb5b78092Fa4d45d62317,Wrapped liquid staked Ether 2.0,2.2947728572594652
0xbE29691cB4865bCDC3CEb5b78092Fa4d45d62317,Coinbase Wrapped Staked ETH,6.898494212251308
0xbE29691cB4865bCDC3CEb5b78092Fa4d45d62317,Gho Token,7.998307758914316
0xFebfcE4d587d7b1979e2cd39C7C4066168945DC6,USD Coin,13.938917388656101
0x490ba9A1054d1ADbB121b2120612A4ac3A8897d7,Wrapped BTC,12.638102005340194
0xad0D8b592Ec5096f7F86EF21426523Cdb7060dB5,Gho Token,49.99967979554594
0xD9b8708Ae077Df60d7432546ED338E0F615a5203,Balancer,716.1530922732137
0xD9b8708Ae077Df60d7432546ED338E0F615a5203,Gho Token,486.24679949094576
0x84b22ECB749d7386bFC07b9ECcfaFDbe03c0ca8E,Dai Stablecoin,602.3176158137688
0x84b22ECB749d7386bFC07b9ECcfaFDbe03c0ca8E,Gho Token,3499.103439623019
0xd42627f3AAA1b80160414B329bfE7D6Aad770991,Wrapped Ether,9.134095830135687
0x840CFfA2a3a6F56Eb2f205a06748a8284b683355,Wrapped Ether,1326607.3026182894
0x0d5e0650424C45abB1BD537593C25047fe824813,Wrapped Ether,11.126797216835207
0x0d5e0650424C45abB1BD537593C25047fe824813,USD Coin,6.30393087078816
0x90b7C8cC5B5D50B44c86b0FD549d45F09f103AFb,Wrapped Ether,92.6915289057949
0x90b7C8cC5B5D50B44c86b0FD549d45F09f103AFb,Tether USD,39.241999752003395
0x2965F6f5B231C71073E4806c9419f0b4d1a816e1,USD Coin,13.78232491964502
0x7EFBB79655f54182498282dc3bb15F56973142eD,Tether USD,11761.85247980932
